GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2016100209,10/2/2016,4,1,18,LA,ARI,3,14,41,,0,,0,(1:18) 30-T.GURLEY RIGHT END TO LA 43 FOR 2 YARDS (55-CH.JONES).,0,,,2016,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,41,OWN,0,,0,,0
2016100209,10/2/2016,4,1,22,LA,ARI,2,10,45,,0,,0,(1:22) 30-T.GURLEY UP THE MIDDLE TO LA 41 FOR -4 YARDS (93-C.CAMPBELL).,0,,,2016,-4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,45,OWN,0,,0,,0
2016100209,10/2/2016,4,1,27,LA,ARI,1,10,45,,0,,0,(1:27) 30-T.GURLEY RIGHT TACKLE TO LA 45 FOR NO GAIN (97-J.MAURO).,0,,,2016,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,45,OWN,0,,0,,0
2016100209,10/2/2016,4,1,34,ARI,LA,2,10,40,,0,,0,(1:34) (SHOTGUN) 5-D.STANTON PASS DEEP MIDDLE INTENDED FOR 15-M.FLOYD INTERCEPTED BY 26-M.BARRON AT LA 44. 26-M.BARRON TO LA 45 FOR 1 YARD.,0,,,2016,1,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0
2016100209,10/2/2016,4,1,38,ARI,LA,1,10,40,,0,,0,"(1:38) (NO HUDDLE, SHOTGUN) 5-D.STANTON PASS INCOMPLETE SHORT LEFT TO 13-JA.BROWN.",0,,,2016,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,40,OWN,0,,0,,0
2016100206,10/2/2016,4,1,51,SEA,NYJ,4,4,53,,0,,0,"(1:51) 9-J.RYAN PUNTS 34 YARDS TO NYJ 13, CENTER-48-N.FRESE, DOWNED BY SEA-58-K.PIERRE-LOUIS.",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,47,OPP,0,,0,,0
2016100206,10/2/2016,4,1,55,SEA,NYJ,3,4,53,,0,,0,(1:55) 3-R.WILSON PASS INCOMPLETE SHORT RIGHT TO 82-L.WILLSON.,0,,,2016,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,47,OPP,0,,0,,0
2016100211,10/2/2016,4,1,56,SF,DAL,4,6,65,,0,,0,(1:56) (SHOTGUN) 2-B.GABBERT PASS SHORT RIGHT TO 82-T.SMITH PUSHED OB AT DAL 32 FOR 3 YARDS (24-M.CLAIBORNE). CAUGHT AT DAL 32.  0-YDS YAC,0,,,2016,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,35,OPP,0,,0,,0
2016100209,10/2/2016,4,1,58,ARI,LA,2,10,27,,1,,0,(1:58) (SHOTGUN) 5-D.STANTON PASS SHORT MIDDLE TO 11-L.FITZGERALD TO ARI 40 FOR 13 YARDS (26-M.BARRON).,0,,,2016,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,27,OWN,0,,0,,0
2016100209,10/2/2016,4,0,5,ARI,LA,3,10,63,,0,,0,(:05) (SHOTGUN) 5-D.STANTON PASS INTENDED FOR 11-L.FITZGERALD INTERCEPTED BY 25-T.MCDONALD AT LA 0. TOUCHBACK.,0,,,2016,0,SHOTGUN,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,0,0,0,0,,37,OPP,0,,0,,0
2016100209,10/2/2016,4,0,12,ARI,LA,2,10,63,,0,,0,"(:12) (SHOTGUN) 5-D.STANTON PASS SHORT RIGHT INTENDED FOR 13-JA.BROWN INTERCEPTED BY 22-T.JOHNSON AT LA 23. 22-T.JOHNSON PUSHED OB AT LA 23 FOR NO GAIN (13-JA.BROWN). THE REPLAY OFFICIAL REVIEWED THE PASS INTERCEPTION RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 5-D.STANTON PASS INCOMPLETE SHORT RIGHT TO 13-JA.BROWN (22-T.JOHNSON).",0,,,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,37,OPP,0,,0,,0
2016100209,10/2/2016,4,0,13,ARI,LA,1,10,63,,0,,0,(:13) 5-D.STANTON SPIKED THE BALL TO STOP THE CLOCK.,0,,,2016,0,UNDER CENTER,CLOCK STOP,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,37,OPP,0,,0,,0
2016100206,10/2/2016,4,0,17,SEA,NYJ,2,11,47,,0,,0,(:17) 3-R.WILSON KNEELS TO SEA 46 FOR -1 YARDS.,0,,,2016,0,UNDER CENTER,QB KNEEL,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,47,OWN,0,,0,,0
2016100209,10/2/2016,4,0,27,ARI,LA,3,8,48,,1,,0,(:27) (SHOTGUN) 5-D.STANTON PASS SHORT MIDDLE TO 11-L.FITZGERALD TO LA 37 FOR 15 YARDS (52-A.OGLETREE).,0,,,2016,15,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
2016100209,10/2/2016,4,0,33,ARI,LA,2,8,48,,0,,0,(:33) (SHOTGUN) 5-D.STANTON PASS INCOMPLETE DEEP LEFT TO 15-M.FLOYD (25-T.MCDONALD).,0,,,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
2016100206,10/2/2016,4,0,48,SEA,NYJ,1,10,48,,0,,0,(:48) 3-R.WILSON KNEELS TO SEA 47 FOR -1 YARDS.,0,,,2016,0,UNDER CENTER,QB KNEEL,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
2016100209,10/2/2016,4,0,56,ARI,LA,1,10,46,,0,,0,(:56) (SHOTGUN) 5-D.STANTON PASS SHORT LEFT TO 85-D.FELLS TO ARI 48 FOR 2 YARDS (33-E.GAINES). ARI-85-D.FELLS WAS INJURED DURING THE PLAY.,0,,,2016,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
2016100600,10/6/2016,1,15,0,SF,ARI,0,0,35,,1,,0,4-P.DAWSON KICKS 61 YARDS FROM SF 35 TO ARI 4. 14-J.NELSON TO ARI 43 FOR 39 YARDS (13-A.BURBRIDGE).,0,,,2016,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2016100600,10/6/2016,1,14,10,ARI,SF,2,10,60,,0,,0,"(14:10) 31-D.JOHNSON RIGHT GUARD TO SF 39 FOR 1 YARD (91-A.ARMSTEAD, 50-N.BELLORE).",0,,,2016,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,40,OPP,0,,0,,0
2016100600,10/6/2016,1,14,14,ARI,SF,1,10,60,,0,,0,(14:14) 5-D.STANTON PASS INCOMPLETE SHORT LEFT TO 15-M.FLOYD.,0,,,2016,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,40,OPP,0,,0,,0
2016100600,10/6/2016,1,14,54,ARI,SF,1,10,43,,1,,0,"(14:54) 31-D.JOHNSON RIGHT TACKLE TO SF 40 FOR 17 YARDS (26-T.BROCK, 91-A.ARMSTEAD).",0,,,2016,17,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,43,OWN,0,,0,,0
2016100600,10/6/2016,1,13,13,SF,ARI,2,10,20,,0,,0,"(13:13) (NO HUDDLE, SHOTGUN) 28-C.HYDE UP THE MIDDLE TO SF 19 FOR -1 YARDS (55-CH.JONES).",0,,,2016,-1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,20,OWN,0,,0,,0
2016100600,10/6/2016,1,13,17,SF,ARI,1,10,20,,0,,0,(13:17) (SHOTGUN) 2-B.GABBERT PASS INCOMPLETE DEEP LEFT TO 88-G.CELEK.,0,,,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
2016100600,10/6/2016,1,13,23,ARI,SF,4,9,61,,0,,0,"(13:23) 9-R.QUIGLEY PUNTS 19 YARDS TO SF 20, CENTER-46-A.BREWER, FAIR CATCH BY 17-J.KERLEY.",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,39,OPP,0,,0,,0
2016100600,10/6/2016,1,13,30,ARI,SF,3,9,61,,0,,0,(13:30) (SHOTGUN) 5-D.STANTON PASS INCOMPLETE DEEP LEFT TO 13-JA.BROWN (26-T.BROCK).,0,,,2016,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,39,OPP,0,,0,,0
2016100600,10/6/2016,1,12,28,ARI,SF,1,10,38,,0,,0,(12:28) 31-D.JOHNSON LEFT TACKLE TO ARI 45 FOR 7 YARDS (41-A.BETHEA; 33-R.ROBINSON).,0,,,2016,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,38,OWN,0,,0,,0
2016100600,10/6/2016,1,12,34,SF,ARI,4,11,19,,0,,0,"(12:34) 5-B.PINION PUNTS 43 YARDS TO ARI 38, CENTER-86-K.NELSON, FAIR CATCH BY 12-JO.BROWN.",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
2016100600,10/6/2016,1,12,40,SF,ARI,3,11,19,,0,,0,"(12:40) (NO HUDDLE, SHOTGUN) 2-B.GABBERT PASS INCOMPLETE SHORT RIGHT TO 17-J.KERLEY (32-T.MATHIEU).",0,,,2016,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
2016100600,10/6/2016,1,11,11,ARI,SF,1,10,51,,0,,0,"(11:11) 31-D.JOHNSON LEFT GUARD TO SF 45 FOR 4 YARDS (50-N.BELLORE, 96-T.HART).",0,,,2016,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,49,OPP,0,,0,,0
2016100600,10/6/2016,1,11,49,ARI,SF,2,3,45,,1,,0,(11:49) 31-D.JOHNSON RIGHT TACKLE TO SF 49 FOR 6 YARDS (92-Q.DIAL).,0,,,2016,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,45,OWN,0,,0,,0
2016100600,10/6/2016,1,10,13,SF,ARI,1,10,11,,0,,0,(10:13) (SHOTGUN) 2-B.GABBERT RIGHT END TO SF 16 FOR 5 YARDS (36-D.SWEARINGER).,0,,,2016,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT END,11,OWN,0,,0,,0
2016100600,10/6/2016,1,10,20,ARI,SF,4,11,50,,0,,0,"(10:20) 9-R.QUIGLEY PUNTS 39 YARDS TO SF 11, CENTER-46-A.BREWER, FAIR CATCH BY 17-J.KERLEY.",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,50,OPP,0,,0,,0
2016100600,10/6/2016,1,10,24,ARI,SF,3,6,55,,0,,0,"(10:24) (SHOTGUN) PENALTY ON ARI-74-D.HUMPHRIES, FALSE START, 5 YARDS, ENFORCED AT SF 45 - NO PLAY.",0,,,2016,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,0,1,0,0,,45,OPP,1,ARI,1,FALSE START,5
2016100600,10/6/2016,1,10,24,ARI,SF,3,11,50,,0,,0,(10:24) (SHOTGUN) 5-D.STANTON PASS INCOMPLETE SHORT LEFT TO 31-D.JOHNSON.,0,,,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,50,OPP,0,,0,,0
2016100600,10/6/2016,1,10,28,ARI,SF,2,6,55,,0,,0,(10:28) (SHOTGUN) 5-D.STANTON PASS INCOMPLETE SHORT LEFT TO 31-D.JOHNSON (41-A.BETHEA) [59-A.LYNCH].,0,,,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,45,OPP,0,,0,,0
2016100600,10/6/2016,1,9,19,SF,ARI,1,10,25,,1,,0,"(9:19) (NO HUDDLE, SHOTGUN) 2-B.GABBERT PASS SHORT LEFT TO 28-C.HYDE TO SF 35 FOR 10 YARDS (22-T.JEFFERSON). CAUGHT AT SF 23.  12-YDS YAC",0,,,2016,10,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
2016100600,10/6/2016,1,9,49,SF,ARI,2,5,16,,1,,0,"(9:49) (NO HUDDLE, SHOTGUN) 2-B.GABBERT SCRAMBLES RIGHT GUARD TO SF 25 FOR 9 YARDS (36-D.SWEARINGER).",0,,,2016,9,NO HUDDLE SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,0,,16,OWN,0,,0,,0
2016100600,10/6/2016,1,8,9,SF,ARI,2,6,39,,0,,0,"(8:09) (NO HUDDLE, SHOTGUN) 28-C.HYDE RIGHT GUARD TO SF 41 FOR 2 YARDS (51-K.MINTER).",0,,,2016,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,39,OWN,0,,0,,0
2016100600,10/6/2016,1,8,42,SF,ARI,1,10,35,,0,,0,"(8:42) (NO HUDDLE, SHOTGUN) 28-C.HYDE UP THE MIDDLE TO SF 39 FOR 4 YARDS (44-M.GOLDEN, 22-T.JEFFERSON).",0,,,2016,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,35,OWN,0,,0,,0
2016100600,10/6/2016,1,7,13,ARI,SF,1,10,7,,0,,0,"(7:13) PENALTY ON ARI-84-J.GRESHAM, FALSE START, 3 YARDS, ENFORCED AT ARI 7 - NO PLAY.",0,,,2016,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,0,1,0,0,,7,OWN,1,ARI,1,FALSE START,3
2016100600,10/6/2016,1,7,13,ARI,SF,1,13,4,,0,,0,(7:13) 31-D.JOHNSON UP THE MIDDLE TO ARI 10 FOR 6 YARDS (92-Q.DIAL).,0,,,2016,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,4,OWN,0,,0,,0
2016100600,10/6/2016,1,7,26,SF,ARI,4,4,41,,0,,0,"(7:26) 5-B.PINION PUNTS 52 YARDS TO ARI 7, CENTER-86-K.NELSON, DOWNED BY SF-20-M.CROMARTIE.",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
2016100600,10/6/2016,1,7,32,SF,ARI,3,4,41,,0,,0,"(7:32) (NO HUDDLE, SHOTGUN) 2-B.GABBERT PASS INCOMPLETE SHORT RIGHT TO 88-G.CELEK.",0,,,2016,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
2016100600,10/6/2016,1,6,34,ARI,SF,2,7,10,,0,,0,(6:34) (SHOTGUN) 5-D.STANTON PASS SHORT LEFT TO 11-L.FITZGERALD TO ARI 15 FOR 5 YARDS (29-J.TARTT). CAUGHT AT ARI 8.  7-YDS YAC,0,,,2016,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,10,OWN,0,,0,,0
2016100600,10/6/2016,1,5,13,ARI,SF,1,10,22,,1,,0,"(5:13) 31-D.JOHNSON LEFT TACKLE TO ARI 34 FOR 12 YARDS (41-A.BETHEA, 26-T.BROCK).",0,,,2016,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,22,OWN,0,,0,,0
2016100600,10/6/2016,1,5,53,ARI,SF,3,2,15,,1,,0,(5:53) (SHOTGUN) 5-D.STANTON PASS SHORT RIGHT TO 11-L.FITZGERALD TO ARI 22 FOR 7 YARDS (35-E.REID). CAUGHT AT ARI 20.  2-YDS YAC,0,,,2016,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,15,OWN,0,,0,,0
2016100600,10/6/2016,1,4,35,ARI,SF,1,10,34,,0,,0,(4:35) 31-D.JOHNSON UP THE MIDDLE TO ARI 35 FOR 1 YARD (92-Q.DIAL).,0,,,2016,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,34,OWN,0,,0,,0
2016100600,10/6/2016,1,3,7,ARI,SF,4,5,39,,0,,0,"(3:07) 9-R.QUIGLEY PUNTS 45 YARDS TO SF 16, CENTER-46-A.BREWER, FAIR CATCH BY 17-J.KERLEY.",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
2016100600,10/6/2016,1,3,11,ARI,SF,3,5,39,,0,,0,(3:11) (SHOTGUN) 5-D.STANTON PASS INCOMPLETE SHORT LEFT TO 11-L.FITZGERALD (29-J.TARTT).,0,,,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
2016100600,10/6/2016,1,3,54,ARI,SF,2,9,35,,0,,0,(3:54) (SHOTGUN) 31-D.JOHNSON LEFT TACKLE TO ARI 39 FOR 4 YARDS (41-A.BETHEA).,0,,,2016,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,35,OWN,0,,0,,0
2016100600,10/6/2016,1,2,29,SF,ARI,2,6,20,,1,,0,"(2:29) (NO HUDDLE, SHOTGUN) 28-C.HYDE UP THE MIDDLE TO SF 30 FOR 10 YARDS (36-D.SWEARINGER, 22-T.JEFFERSON).",0,,,2016,10,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,20,OWN,0,,0,,0
2016100600,10/6/2016,1,2,59,SF,ARI,1,10,16,,0,,0,(2:59) (SHOTGUN) 2-B.GABBERT PASS SHORT MIDDLE TO 28-C.HYDE TO SF 20 FOR 4 YARDS (20-D.BUCANNON). CAUGHT AT SF 20.  0-YDS YAC,0,,,2016,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,16,OWN,0,,0,,0
2016100600,10/6/2016,1,1,21,SF,ARI,3,11,29,,0,,0,"(1:21) (NO HUDDLE, SHOTGUN) 2-B.GABBERT SACKED AT SF 19 FOR -10 YARDS (SACK SPLIT BY 44-M.GOLDEN AND 51-K.MINTER).",0,,,2016,-10,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
2016100600,10/6/2016,1,1,51,SF,ARI,2,10,30,,0,,0,"(1:51) (NO HUDDLE, SHOTGUN) 24-S.DRAUGHN UP THE MIDDLE TO SF 29 FOR -1 YARDS (44-M.GOLDEN).",0,,,2016,-1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,30,OWN,0,,0,,0
2016100600,10/6/2016,1,1,57,SF,ARI,1,10,30,,0,,0,"(1:57) (NO HUDDLE, SHOTGUN) 2-B.GABBERT PASS INCOMPLETE DEEP MIDDLE TO 81-R.STREATER.",0,,,2016,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,30,OWN,0,,0,,0
2016100600,10/6/2016,1,0,31,ARI,SF,2,10,24,,1,,0,(:31) 5-D.STANTON PASS SHORT RIGHT TO 12-JO.BROWN TO ARI 35 FOR 11 YARDS (33-R.ROBINSON) [92-Q.DIAL]. CAUGHT AT ARI 27.  8-YDS YAC,0,,,2016,11,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,24,OWN,0,,0,,0
2016100600,10/6/2016,1,0,40,ARI,SF,1,10,24,,0,,0,(:40) 5-D.STANTON PASS INCOMPLETE DEEP RIGHT TO 14-J.NELSON (26-T.BROCK).,0,,,2016,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,24,OWN,0,,0,,0
2016100600,10/6/2016,1,0,49,SF,ARI,4,21,19,,0,,0,"(:49) 5-B.PINION PUNTS 57 YARDS TO ARI 24, CENTER-86-K.NELSON. 12-JO.BROWN TO ARI 24 FOR NO GAIN (20-M.CROMARTIE).",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
2016100600,10/6/2016,2,15,0,ARI,SF,1,10,35,,0,,0,"(15:00) 5-D.STANTON SACKED AT ARI 27 FOR -8 YARDS (SACK SPLIT BY 57-M.WILHOITE AND 50-N.BELLORE). PENALTY ON ARI-31-D.JOHNSON, OFFENSIVE HOLDING, DECLINED.",0,,,2016,-8,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,1,0,0,,35,OWN,0,ARI,0,OFFENSIVE HOLDING,0
2016100600,10/6/2016,2,14,28,ARI,SF,3,18,27,,0,,0,(14:28) (SHOTGUN) 5-D.STANTON PASS SHORT MIDDLE TO 31-D.JOHNSON TO ARI 30 FOR 3 YARDS (50-N.BELLORE). CAUGHT AT ARI 30.  0-YDS YAC,0,,,2016,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,27,OWN,0,,0,,0
2016100600,10/6/2016,2,14,32,ARI,SF,2,18,27,,0,,0,(14:32) 5-D.STANTON PASS INCOMPLETE SHORT RIGHT TO 12-JO.BROWN (33-R.ROBINSON).,0,,,2016,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,27,OWN,0,,0,,0
2016100600,10/6/2016,2,13,8,SF,ARI,1,10,34,,0,,0,(13:08) (NO HUDDLE) 28-C.HYDE LEFT GUARD TO SF 33 FOR -1 YARDS (20-D.BUCANNON; 51-K.MINTER).,0,,,2016,-1,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,34,OWN,0,,0,,0
2016100600,10/6/2016,2,13,41,SF,ARI,1,10,22,,1,,0,(13:41) (SHOTGUN) 2-B.GABBERT PASS SHORT RIGHT TO 17-J.KERLEY TO SF 34 FOR 12 YARDS (41-M.COOPER). CAUGHT AT SF 34.  0-YDS YAC,0,,,2016,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,22,OWN,0,,0,,0
2016100600,10/6/2016,2,13,52,ARI,SF,4,15,30,,0,,0,"(13:52) 9-R.QUIGLEY PUNTS 45 YARDS TO SF 25, CENTER-46-A.BREWER. 17-J.KERLEY TO SF 22 FOR -3 YARDS (22-T.JEFFERSON).",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,30,OWN,0,,0,,0
2016100600,10/6/2016,2,12,1,SF,ARI,4,15,29,,0,,0,"(12:01) 5-B.PINION PUNTS 51 YARDS TO ARI 20, CENTER-86-K.NELSON. 12-JO.BROWN TO ARI 27 FOR 7 YARDS (50-N.BELLORE). FUMBLES (50-N.BELLORE), RECOVERED BY ARI-10-B.GOLDEN AT ARI 27. 10-B.GOLDEN TO ARI 27 FOR NO GAIN (57-M.WILHOITE).",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,0,,29,OWN,0,,0,,0
2016100600,10/6/2016,2,12,33,SF,ARI,3,11,33,,0,,0,"(12:33) (NO HUDDLE, SHOTGUN) 2-B.GABBERT SACKED AT SF 29 FOR -4 YARDS (93-C.CAMPBELL).",0,,,2016,-4,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
2016100600,10/6/2016,2,12,38,SF,ARI,2,11,33,,0,,0,"(12:38) (NO HUDDLE, SHOTGUN) 2-B.GABBERT PASS INCOMPLETE SHORT MIDDLE TO 17-J.KERLEY. PENALTY ON SF-61-A.TILLER, ILLEGAL USE OF HANDS, DECLINED.",0,,,2016,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,1,0,0,,33,OWN,0,SF,0,ILLEGAL USE OF HANDS,0
2016100600,10/6/2016,2,11,15,ARI,SF,2,9,28,,1,,0,(11:15) (SHOTGUN) 5-D.STANTON PASS SHORT LEFT TO 11-L.FITZGERALD TO ARI 38 FOR 10 YARDS (35-E.REID). CAUGHT AT ARI 35.  3-YDS YAC,0,,,2016,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,28,OWN,0,,0,,0
2016100600,10/6/2016,2,11,48,ARI,SF,1,10,27,,0,,0,(11:48) 31-D.JOHNSON RIGHT GUARD TO ARI 28 FOR 1 YARD (64-M.PURCELL).,0,,,2016,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,27,OWN,0,,0,,0
2016100600,10/6/2016,2,10,35,ARI,SF,1,10,38,,0,,0,(10:35) 31-D.JOHNSON LEFT TACKLE TO ARI 42 FOR 4 YARDS (51-G.HODGES; 50-N.BELLORE).,0,,,2016,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,38,OWN,0,,0,,0
2016100600,10/6/2016,2,9,12,ARI,SF,4,4,44,,0,,0,"(9:12) 9-R.QUIGLEY PUNTS 47 YARDS TO SF 9, CENTER-46-A.BREWER. 17-J.KERLEY TO SF 12 FOR 3 YARDS (96-K.MARTIN). FUMBLES (96-K.MARTIN), RECOVERED BY SF-20-M.CROMARTIE AT SF 13. 20-M.CROMARTIE TO SF 13 FOR NO GAIN (57-A.OKAFOR). 1-YD LOOSE BALL YARDAGE.",0,,,2016,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,0,,44,OWN,0,,0,,0
2016100600,10/6/2016,2,9,15,ARI,SF,3,4,44,,0,,0,(9:15) (SHOTGUN) 5-D.STANTON PASS INCOMPLETE SHORT LEFT TO 11-L.FITZGERALD [98-R.BLAIR].,0,,,2016,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
